service_ssh,service_http,service_ftp,service_telnet,is_auth_attempt,is_admin_access,is_sqli,is_path_traversal,is_command,password_len,username_is_root,has_sqli_chars,has_traversal,payload_len,label,label_name,event_type,service,attacker_ip
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,7,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,9,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,5,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,5,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,6,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,7,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,6,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Brute Force,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,7,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,5,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,7,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,6,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,5,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,Brute Force,AUTH_ATTEMPT,SSH,127.0.0.1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,127.0.0.1
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,127.0.0.1
0,1,0,0,0,1,0,0,0,0,0,0,0,13,6,Credential Stuffing,ADMIN_ACCESS,HTTP,127.0.0.1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,127.0.0.1
0,0,0,1,1,0,0,0,0,7,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,127.0.0.1
0,0,0,1,1,0,0,0,0,7,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,127.0.0.1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,127.0.0.1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,198.235.24.26
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,198.235.24.26
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,222.81.253.80
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,222.81.253.80
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,222.81.253.80
0,0,0,1,1,0,0,0,0,41,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,222.81.253.80
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,222.81.253.80
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.153.39.100
0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,Normal,REQUEST,HTTP,18.153.39.100
0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,Normal,REQUEST,HTTP,18.153.39.100
0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,Normal,REQUEST,HTTP,18.153.39.100
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,20.163.15.91
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,66.228.45.195
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,66.228.45.195
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,8.216.14.239
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,8.216.14.239
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,8.216.14.239
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,184.105.247.196
0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,Normal,REQUEST,HTTP,184.105.247.240
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,184.105.247.220
0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,Normal,REQUEST,HTTP,184.105.247.196
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,45.79.183.89
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,45.79.183.89
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,147.185.132.144
0,1,0,0,0,0,1,0,0,0,0,0,0,10,4,SQL Injection,SQLI_ATTEMPT,HTTP,27.43.204.3
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,85.11.167.183
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,195.184.76.203
0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,Normal,REQUEST,HTTP,195.184.76.63
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,45.33.84.116
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,45.33.84.116
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,FTP,195.96.139.169
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,FTP,195.96.139.169
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,66.228.47.175
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,66.228.47.175
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,8.216.17.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,8.216.17.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,8.216.17.61
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,8.216.17.61
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
0,1,0,0,0,0,1,0,0,0,0,0,0,10,4,SQL Injection,SQLI_ATTEMPT,HTTP,153.117.33.85
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,FTP,205.210.31.200
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,FTP,205.210.31.200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,69.164.210.43
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,69.164.210.43
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,185.247.137.76
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,32.199.173.55
0,1,0,0,0,1,0,0,0,0,0,0,0,6,6,Credential Stuffing,ADMIN_ACCESS,HTTP,94.156.152.234
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,40.124.186.155
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,40.124.186.155
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,40.124.186.155
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,40.124.186.155
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,10,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,6,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,1,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,111.229.210.165
1,0,0,0,1,0,0,0,0,8,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,111.229.210.165
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,111.229.210.165
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,121.157.101.207
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.218.118.203
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.218.118.203
0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,Normal,REQUEST,HTTP,20.80.104.232
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,66.228.40.150
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,66.228.40.150
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.116.101.220
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.116.101.220
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,FTP,47.245.131.81
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,FTP,47.245.131.81
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,205.210.31.195
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,205.210.31.251
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,205.210.31.251
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,198.235.24.179
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,198.235.24.179
0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,Normal,REQUEST,HTTP,112.248.112.204
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,45.33.72.166
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,45.33.72.166
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,20.163.15.119
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,20.163.15.119
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,20.163.15.119
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,20.163.15.119
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.251.105.107
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.251.105.107
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,FTP,198.235.24.115
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,FTP,198.235.24.115
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,161.35.74.94
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,172.236.23.154
0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,Normal,REQUEST,HTTP,172.236.23.154
0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,Normal,REQUEST,HTTP,172.236.23.154
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.35
0,0,0,1,1,0,0,0,0,277,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,185.180.141.35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,7,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,144,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,185.180.141.35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,185.180.141.35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,7,0,0,0,0,6,Credential Stuffing,AUTH_ATTEMPT,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Brute Force,AUTH_ATTEMPT,TELNET,185.180.141.34
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.32
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,185.180.141.34
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,194.71.103.104
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,5.252.83.122
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,5.252.83.122
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,188.240.59.32
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,188.240.59.32
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,40.124.168.156
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,47.243.115.185
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,47.243.115.185
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.251.127.25
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,47.251.127.25
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,146.190.134.221
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,138.68.143.68
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,50.19.171.136
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,SSH,205.210.31.154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,SSH,205.210.31.154
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,37.49.228.224
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Port Scan,CONNECTION,TELNET,205.210.31.145
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Normal,DISCONNECTION,TELNET,205.210.31.145
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.116.101.220
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Normal,REQUEST,HTTP,18.116.101.220
